Key,English
jz_MasonDesc,"All the knowledge needed to become a Mason.\n20% Faster Crafting on the Cementmixer\nRecipes- All Brick and Flagstone Frame Shapes, Bricks, Cobblestone"
jz_SoldierDesc,"All the knowledge needed to become a Soldier.\n10% Faster Reload & better Aim w/M60 & AK47\nRecipes- Grubs, Weapon Repair Kit, Blunderbuss, Blunderbuss, AK47, Pipe Bomb, Cooking Pot Mine"
jz_FitnessInstructorDesc,"All the knowledge needed to become a Fitness Instructor.\n10% Faster Movment\n5% Less Stamina used while running\nRecipes- Golden Rod Tea, Red Tea, Mega Crush, Wellness Juice, Vitamins"
jz_ElectricianDesc,"All the knowledge needed to become a Electrician.\n10% Faster Electrical Crafting\nRecipes- Generator Bank, Pressure Plate, Battery Bank, Ceiling Light, Timer Relay, Wire Relay, Motion Sensor, Speaker, Switch, Electric Fencepost, Spotlight, Stun Baton"
jz_MetalWorkerDesc,"All the knowledge needed to become a Metal Worker.\nStart with a Wrench\n10% Faster Crafting on the Forge\nRecipes- All Scrap Iron Frame Shapes, Sheet Metal"
jz_MechanicDesc,"All the knowledge needed to become a Mechanic.\nStart with a Wrench\n20% Faster Vehicle Crafting\nRecipes- Small Engine, Large Engine, All Vehicles"
jz_DoctorDesc,"All the knowledge needed to become a Doctor.\n20% Faster Medical Crafting\nRecipes- Aloe Cream, First Aid Bandage, Stimulant, Suture Kit, AntiVenom, Painkillers, Steroids, Antibiotics"
jz_FarmerDesc,"All the knowledge needed to become a Farmer.\n20% Faster Seed Crafting\nRecipes- All Plantable seeds"
jz_ChemistDesc,"All the knowledge needed to become a Chemist.\nStarts with Painkillers and Stimulants\n20% Faster Chemistry Crafting\nRecipes- Mega Crush, Stimulant, Acid, Oil Shale, GunPowder, Purification Tablets"
jz_TraitFastDriverDesc,"10% Higher max speed while driving all vehicles"
jz_TraitWakefulDesc,"20% Faster Fatigue recovery"
jz_TraitGracefulDesc,"10% less noise while moving"
jz_TraitDexterousDesc,"10% Faster Crafting\n10% Faster Lock picking"
jz_TraitIronGutDesc,"15% Less Chance to get food illness"
jz_TraitOutdoorsmanDesc,"10% Less effect from weather"
jz_TraitFitDesc,"5% Less Stamina used w/Melee\n5% Faster Stamina recovery\n5% Less Stamina used while Encumbered"
jz_TraitThickSkinnedDesc,"10% Less chance to get Wounded from Attackers"
jz_TraitGymnastDesc,"10% Less Stamina Jumping\n10% Farther safe fall distance\n10% Higher Jumping"
jz_TraitMedicDesc,"20% More Healing from Medical Items"
jz_TraitAmateurMechanicDesc,"20% More Resources from harvesting Vehicles\nRecipes- Bicycle, Mini Bike"
jz_TraitHunterDesc,"Can track Deer and Pigs on mini map"
jz_TraitRunnerDesc,"20% Less Stamina used while Running\n10% Faster Run Speed"
jz_TraitStoutDesc,"10% Less Stamina used w/Melee\n10% Faster Stamina recovery\n10% Less Stamina used while Encumbered"
jz_TraitSleepyDesc,"20% Slower Fatigue refill\n[f21b10]REFUNDS 2 Knowledge Points[-]
jz_TraitClumsyDesc,"10% More Noise when Moving\n[f21b10]REFUNDS 2 Knowledge Points[-]"
jz_TraitAllThumbsDesc,"10% Slower Crafting & Lock Picking\n[f21b10]REFUNDS 2 Knowledge Points[-]"
jz_TraitWeakStomachDesc,"15% More chance to get food illnesses\n[f21b10]REFUNDS 3 Knowledge Points[-]"
jz_TraitAgoraphobicDesc,"When Outdoors\n10% more Stamina Loss w/Melee\n10% Slower Reloading & 10% Less Weapon Handling\n[f21b10]REFUNDS 3 Knowledge Points[-]"
jz_TraitClaustrophobicDesc,"When Indoors\n10% more Stamina Loss w/Melee\n10% Slower Reloading & 10% Less Weapon Handling\n[f21b10]REFUNDS 3 Knowledge Points[-]"
jz_TraitBadLegDesc,"Chance to trigger old leg injury when you jump or run\n[f21b10]REFUNDS 3 Knowledge Points[-]"
jz_TraitAsthmaticDesc,"20% More Stamina used\n[f21b10]REFUNDS 3 Knowledge Points[-]"
jz_TraitOutOfShapeDesc,"5% More Stamina used w/Melee\n5% More Stamina used while Encumbered\n[f21b10]REFUNDS 3 Knowledge Points[-]"
jz_TraitSmokerDesc,"20% More Stamina used while Running\n10% Slower Run Speed\nSmoking Addiction\n[f21b10]REFUNDS 4 Knowledge Points[-]"
jz_TraitHemophobicDesc,"20% Less Healing from Medical Items\n[f21b10]REFUNDS 4 Knowledge Points[-]"
jz_TraitThinSkinnedDesc,"10% More chance to get Injured from Attackers\n[f21b10]REFUNDS 4 Knowledge Points[-]"
jz_TraitWeakDesc,"10% More Stamina used w/Melee\n10% More Stamina used while Encumbered\n[f21b10]REFUNDS 4 Knowledge Points[-]"
jz_WoodBuildingSkillDesc,"Gain xp by using the Claw Hammer to upgrade Wooden Frames\nGather materials by using the Claw Hammer to break down Wooden Blocks"
jz_WoodBuildingSkillRank1Desc,"Shapes"
jz_WoodBuildingSkillRank1LongDesc,"Teaches you how to craft all of the Wood Frame shapes"
jz_WoodBuildingSkillRank2Desc,"Tool"
jz_WoodBuildingSkillRank2LongDesc,"Teaches you how to craft a Claw Hammer"
jz_WoodBuildingSkillRank3Desc,"Supplies"
jz_WoodBuildingSkillRank3LongDesc,"Teaches you how to craft Planks"
jz_StoneBuildingSkillDesc,"Gain xp by using the Mason Hammer to upgrade Flagstone and Brick Frames. Gather materials by using the Mason Hammer to break down Flagstone and Brick Blocks"
jz_StoneBuildingSkillRank1Desc,"Shapes"
jz_StoneBuildingSkillRank1LongDesc,"Teaches you how to craft all of the Flagstone and Brick Frame shapes"
jz_StoneBuildingSkillRank2Desc,"Tool"
jz_StoneBuildingSkillRank2LongDesc,"Teaches you how to craft a Mason Hammer"
jz_StoneBuildingSkillRank3Desc,"Supplies"
jz_StoneBuildingSkillRank3LongDesc,"Teaches you how to craft Cobblestone"
jz_StoneBuildingSkillRank4Desc,"Supplies"
jz_StoneBuildingSkillRank4LongDesc,"Teaches you how to craft Bricks"
jz_IronBuildingSkillDesc,"Gain xp by using the Wrench to upgrade Scrap Iron Frames\nGather materials by using the Wrench to break down Scrap Iron Blocks"
jz_IronBuildingSkillRank1Desc,"Shapes"
jz_IronBuildingSkillRank1LongDesc,"Teaches you how to craft all of the Scrap Iron Frame shapes"
jz_IronBuildingSkillRank2Desc,"Tool"
jz_IronBuildingSkillRank2LongDesc,"Teaches you how to craft a Wrench"
jz_IronBuildingSkillRank3Desc,"Supplies"
jz_IronBuildingSkillRank3LongDesc,"Teaches you how to craft Iron Sheet Metal"
jz_ConcreteBuildingSkillDesc,"Gain xp by using the Concrete Sledge to upgrade Concrete Frames\nGather materials by using the Concrete Sledge to break down Concrete Blocks"
jz_ConcreteBuildingSkillRank1Desc,"Shapes"
jz_ConcreteBuildingSkillRank1LongDesc,"Teaches you how to craft all of the Rebar Frame shapes"
jz_ConcreteBuildingSkillRank2Desc,"Tool"
jz_ConcreteBuildingSkillRank2LongDesc,"Teaches you how to craft a Concrete Sledge"
jz_ConcreteBuildingSkillRank3Desc,"Supplies"
jz_ConcreteBuildingSkillRank3LongDesc,"Teaches you how to craft Concrete Mix"
jz_SteelBuildingSkillDesc,"Gain xp by using the Welder to upgrade Steel Frames\nGather materials by using the Welder to break down Steel Blocks"
jz_SteelBuildingSkillRank1Desc,"Shapes"
jz_SteelBuildingSkillRank1LongDesc,"Teaches you how to craft all of the Steel Frame shapes"
jz_SteelBuildingSkillRank2Desc,"Tool"
jz_SteelBuildingSkillRank2LongDesc,"Teaches you how to craft a Welder"
jz_SteelBuildingSkillRank3Desc,"Supplies"
jz_SteelBuildingSkillRank3LongDesc,"Teaches you how to craft Steel Sheet Metal"
jz_SmallGameHunterRank1Desc,"Small Game Butcher"
jz_SmallGameHunterRank1LongDesc,"Harvest twice as much meat and learn to harvest more advanced items from small game."
jz_SmallGameHunterRank2Desc,"Small Game Hunter"
jz_SmallGameHunterRank2LongDesc,"Harvest 3X as much meat and learn to harvest all items from small game."
jz_SmallGameHunterRank3Desc,"Small Game Tracker"
jz_SmallGameHunterRank3LongDesc,"Learn to track Small Game on your compass when crouched."
jz_LargeGameHunterRank1Desc,"Large Game Butcher"
jz_LargeGameHunterRank1LongDesc,"Harvest twice as much meat and learn to harvest more advanced items from small game."
jz_LargeGameHunterRank2Desc,"Large Game Hunter"
jz_LargeGameHunterRank2LongDesc,"Harvest 3X as much meat and learn to harvest all items from small game."
jz_LargeGameHunterRank3Desc,"Large Game Tracker"
jz_LargeGameHunterRank3LongDesc,"Learn to track Small Game on your compass when crouched."
jz_SmallPredGameHunterRank1Desc,"Small Predator Butcher"
jz_SmallPredGameHunterRank1LongDesc,"Harvest twice as much meat and learn to harvest more advanced items from small game."
jz_SmallPredGameHunterRank2Desc,"Small Predator Hunter"
jz_SmallPredGameHunterRank2LongDesc,"Harvest 3X as much meat and learn to harvest all items from small game."
jz_SmallPredGameHunterRank3Desc,"Small Predator Tracker"
jz_SmallPredGameHunterRank3LongDesc,"Learn to track Small Game on your compass when crouched."
jz_LargePredGameHunterRank1Desc,"Large Predator Butcher"
jz_LargePredGameHunterRank1LongDesc,"Harvest twice as much meat and learn to harvest more advanced items from small game."
jz_LargePredGameHunterRank2Desc,"Large Predator Hunter"
jz_LargePredGameHunterRank2LongDesc,"Harvest 3X as much meat and learn to harvest all items from small game."
jz_LargePredGameHunterRank3Desc,"Large Predator Tracker"
jz_LargePredGameHunterRank3LongDesc,"Learn to track Small Game on your compass when crouched."
Quest_________________________XML,Quest_________________________XML
tutorialTipQuest01_title,"True Survival"
tutorialTipQuest01,"To begin place your 'Start Here' starting item on the ground to choose your characters stats and ability's for this play through. You will start with 5 Knowledge Points that can be used to craft Negative and Positive Traits, and Professions. Purchasing Negative traits will reward more Knowledge Points. Any combination can be chosen but these options do not stack. Positive Traits can also be purchased with Skill Points acquired during leveling and Professions can be acquired by collecting Profession Pages found in loot\nStarting Suggestion- Craft and read enough Negative Traits to acquire the amount of Knowledge Points you need for the Profession you want." 
jzquest_Starting,Getting Started
jzquest_StoryLinePt1,"1 Storyline Quest Pt1: The Get Away!"
jzquest_StoryLinePt1Sub,"Set Up Camp"
jzquest_StoryLinePt1Desc,"You barley made it out of there alive. Another camp torn to shreds by a unstoppable Horde. So many killed...so many screams... No time to dwell on it now, you were able to grab a Bug Out Bag but its not safe to go through it here, not if you want to live. Find or make a safe place to set up camp and go through your bag." 
jzquest_StoryLinePt2,"1 Storyline Quest Pt2: Take a Breather"
jzquest_StoryLinePt2Sub,"Find Your Walkie"
jzquest_StoryLinePt2Desc,"Take a look and see if your Bug Out Bag has anything useful like a Walkie Talkie."
jzquest_StoryLinePt3,"1 Storyline Quest Pt3: Back To Work"
jzquest_StoryLinePt3Sub,"Find some Batteries"
jzquest_StoryLinePt3Desc,"Well you found a Walkie but its dead. You will need to find some good C Batteries to get the Walkie working if you ever want to find any of the survivors from your camp."
jzquest_StoryLinePt4,"1 Storyline Quest Pt4: Reaching Out"
jzquest_StoryLinePt4Sub,"Walkie Communication"
jzquest_StoryLinePt4Desc,"You snap the batteries in and it crackles to life. As you flip through the channels you start to hear conversation broken up by static. You speak into the Walkie and a familiar female voice answers back. You can't believe it, it's the Doctor from your camp! You tell her you got away ok and ask how she is doing. She explains while running from the camp she ran into a Military Convoy that was headed to the CDC Headquarters and they offered her safety. As you listen you begin to notice the connection is getting weak and relies that the convoy must be moving out of range of the Walkie's. You tell the Doc you are losing her signal and a man gets on the line and tells you of a Radio Station in the Forest the convoy passed named Z103.4 Nav Radio, it should have the equipment to turn your Walkie into a Sat Phone and extend its range. He the tells you that 88.7 is the frequency you can reach them at at the CDC." 
jzquest_StoryLinePt5,"1 Storyline Quest Pt5: Finding a Station"
jzquest_StoryLinePt5Sub,"Crafting a Sat Phone"
jzquest_StoryLinePt5Desc,"Now that you have the parts travel back to your base camp and craft and place the Sat Phone." 
jzquest_StoryLinePt6,"1 Storyline Quest Pt6: Going Home"
jzquest_StoryLinePt6Sub,"Collecting Gear"
jzquest_StoryLinePt6Desc,"You dial in the frequency the man gave you and try to reach the Doctor. She lets you know that they arrived safely at the CDC but as they were traveling they saw a large Horde thats about to pass the CDC and heading your way. She says that she saw something strange in the Horde but not sure what it was. The Doc says the CDC has sub levels and that everyone is going underground till the Horde passes. She's asked you to get some tissue samples from the strange creatures she saw moving with the Horde. To do so you will need the Tissue Extractor from her old Med Bay at your old camp. She tells you to contact her after you have the samples" 
jzquest_StoryLinePt7,"1 Storyline Quest Pt7: A Pound of Flesh"
jzquest_StoryLinePt7Sub,"Collecting and Testing Samples"
jzquest_StoryLinePt7Desc,"Now that you have the Extractor use it on dead Mutated Creatures during the Bloodmoon to gather Mutated Tissue Samples for the Doctor" 
jzquest_StoryLinePt8,"1 Storyline Quest Pt8: Reporting In"
jzquest_StoryLinePt8Sub,"Report the results"
jzquest_StoryLinePt8Desc,"Report your success to the Doc" 
jzquest_StoryLinePt9,"1 Storyline Quest Pt9: The Hospital"
jzquest_StoryLinePt9Sub,"Test the Samples"
jzquest_StoryLinePt9Desc,"You let the Doctor know you have the samples and she explains to you how to test the samples in the local Hospitals Lab. Travel there and find the Laboratory to test the samples. Then report back your findings." 
jzquest_StoryLinePt10,"1 Storyline Quest Pt10: Reporting In"
jzquest_StoryLinePt10Sub,"Report the results"
jzquest_StoryLinePt10Desc,"Report your success to the Doc" 
jzquest_StoryLinePt11,"1 Storyline Quest Pt11: A Strange Growth"
jzquest_StoryLinePt11Sub,"Collect the samples"
jzquest_StoryLinePt11Desc,"After you read her the results she sounds surprised of the findings and leaves for a few minutes to talk to the other scientist. When she returns she tells you the findings have created more questions than answers and more information is needed to explain them. The Doc tells you the Military informed her they saw some unusual plant growths near their original base and she ask you to travel the to burnt out section of the city and get some samples to test at the Hospital. Report back your findings" 
jzquest_StoryLinePt12,"1 Storyline Quest Pt12: Reporting In"
jzquest_StoryLinePt12Sub,"Report the results"
jzquest_StoryLinePt12Desc,"Report your success to the Doc" 
jzquest_StoryLinePt13,"1 Storyline Quest Pt13: Red Skies at Night"
jzquest_StoryLinePt13Sub,"Gather more samples "
jzquest_StoryLinePt13Desc,"When you get in touch with the Doctor to tell her about the findings you notice she sounds like she is getting sick. She says that the flu is spreading through the CDC and many are sick but that the doctors have it under control. She lets you know their scouts have spotted another large horde coming their way and they will be locking up underground until it passes. The Doc tells you the Scientist have an idea but need fresh samples from the mutant creatures in the Hordes to test it. Collect some Mutated Tissue Samples and contact her after the Horde has passes." 
jzquest_StoryLinePt14,"1 Storyline Quest Pt14: Reporting In"
jzquest_StoryLinePt14Sub,"Report back"
jzquest_StoryLinePt14Desc,"Report your success to the Doc" 
jzquest_StoryLinePt15,"1 Storyline Quest Pt15: Let it Snow"
jzquest_StoryLinePt15Sub,"Find a Security Card" 
jzquest_StoryLinePt15Desc,"When you call back to report your success a Soldier tells you that the Doctor is sick with the flu like the others and is resting. He tells you they might have an idea where this all started. He tells you that there is a secret underground Military base in the burnt section that they lost contact with a few days before the zombies started showing up. He lets you know you will need a Security Card to access any of the computers and tells you he has a friend that works there that left to go to a Hunting Lodge in the snow just before the base went dark. He should have a Card" 
jzquest_StoryLinePt16,"1 Storyline Quest Pt16: Belly of the Beast"
jzquest_StoryLinePt16Sub,"Learn the Truth" 
jzquest_StoryLinePt16Desc,"Now that you have the Security Card find the Military base in the Burnt Biome and make your way to the bottom test lab and into the Security Room to use the Security Card and learn what happened there" 
jzquest_StoryLinePt17,"1 Storyline Quest Pt17: The Beginning"
jzquest_StoryLinePt17Sub,"Report what you have learned" 
jzquest_StoryLinePt17Desc,"You click on the last recording. Nights Vail Testing flashes in the upper corner of the screen. You see a group of Scientists gathered around a couch sized machine conducting an experiment. As the machine starts, wind appears to move papers around the room and a small ball of electricity begins to form growing to about the size of a beach ball. The Scientists begin to get animated and you see them trying to yal to each other above the noise of the device. The machine begins to smoke and the electric ball appears to explode.The video goes black then comes back on with the camera on the ground facing the back exit.You see the scientist get to their feet looking in fear in the direction of the machine. As they try to open the exit a grotesque foot lands in front of the camera and then a mutated creature comes into view attacking and killing all the scientist in seconds before another foot steps in front of the camera then the video goes to static. " 
jzquest_RefundQuestName,Starting Refund Quest
jzquest_RefundDesc,"This quest is used to return Knowledge Points when choosing your players Traits in the beginning of the game. After choosing your players Traits and Profession it is safe to abandon this quest."
jzquest_StoneaxeCrafting,Stoneaxe Crafting
jzquest_StoneShovelCrafting,Stone Shovel Crafting
jzquest_IronFireaxeCrafting,Iron Fireaxe Crafting
jzquest_SteelFireaxeCrafting,Steel Fireaxe Crafting
jzquest_IronPickCrafting,Iron Pickaxe Crafting
jzquest_SteelPickaxeCrafting,Steel Pickaxe Crafting
jzquest_IronShovelCrafting,Iron Shovel Crafting
jzquest_SteelShovelCrafting,Steel Shovel Crafting
jzquest_ChainsawCrafting,Chainsaw Crafting
jzquest_AugerCrafting,Auger Crafting
jzquest_WrenchCrafting,Wrench Crafting
jzquest_ClawHammerCrafting,Claw Hammer Crafting
jzquest_SolarCellCrafting,Solar Crafting
jzquest_CarBatteryCrafting,Car Battery Crafting
jzquest_BoneKnifeCrafting,Bone Knife Crafting
jzquest_HuntingKnifeCrafting,Hunting Knife Crafting
jzquest_MacheteCrafting,Machete Crafting
jzquest_WoodenClubCrafting,Wooden Club Crafting
jzquest_IronClubCrafting,Iron Club Crafting
jzquest_StunBatonCrafting,Stun Baton Crafting
jzquest_StoneSpearCrafting,Stone Spear Crafting
jzquest_IronSpearCrafting,Iron Spear Crafting
jzquest_SteelSpearCrafting,Steel Spear Crafting
jzquest_StoneSledgeCrafting,Stone Sledge Crafting
jzquest_IronSledgeCrafting,Iron Sledge Crafting
jzquest_SteelSledgeCrafting,Steel Sledge Crafting
jzquest_KnuckleWrapCrafting,Knuckle Wrap Crafting
jzquest_BrassKnucklesCrafting,Brass Knuckle Crafting
jzquest_SteelKnucklesCrafting,Steel Knuckle Crafting
jzquest_PistolCrafting,Pistol Crafting
jzquest_44MagCrafting,44 Magnum Crafting
jzquest_SMG5Crafting,SMG Crafting
jzquest_BlunderbussCrafting,Blunderbuss Crafting
jzquest_DBShotgunCrafting,Double Barrel Shotgun Crafting
jzquest_PumpShotgunCrafting,Pump Shotgun Crafting
jzquest_HuntingRifleCrafting,Hunting Rifle Crafting
jzquest_MarksmanCrafting,Sniper Rifle Crafting
jzquest_AK47Crafting,AK47 Crafting
jzquest_M60Crafting,M60 Crafting
jzquest_RocketLauncherCrafting,Rocket Launcher Crafting
jzquest_PrimitiveBowCrafting,Primitive Bow Crafting
jzquest_WoodenBowCrafting,Wooden Bow Crafting
jzquest_CompoundBowCrafting,Compound Bow Crafting
jzquest_IronCrossbowCrafting,Iron Crossbow Crafting
jzquest_CompoundCrossbowCrafting,Compound Crossbow Crafting
jzquest_JunkTurretCrafting,Junk Turret Crafting
jzquest_Lv1Crafting_description,"Craft this amount to increase the quality level you can craft to Level 2"
jzquest_Lv2Crafting_description,"Craft this amount to increase the quality level you can craft to Level 3"
jzquest_Lv3Crafting_description,"Craft this amount to increase the quality level you can craft to Level 4"
jzquest_Lv4Crafting_description,"Craft this amount to increase the quality level you can craft to Level 5"
jzquest_Lv5Crafting_description,"Craft this amount to increase the quality level you can craft to Level 6"
xuiFood,Fatigue

