Key,UsedInMainMenu,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
txName_Awning3,,painting,txGroupWallCovering,newKey,Awning Green,,,,,
txName_Cabinet_old_counter,,painting,txGroupWallCovering,newKey,Cabinet old counter,,,,,
txName_Carpet1,,painting,txGroupWallCovering,newKey,Carpet 1,,,,,
txName_Carpet2,,painting,txGroupWallCovering,newKey,Carpet 2,,,,,
txName_Carpet3,,painting,txGroupWallCovering,newKey,Carpet 3,,,,,
txName_Carpet4,,painting,txGroupWallCovering,newKey,Carpet 4,,,,,
txName_Carpet5,,painting,txGroupWallCovering,newKey,Carpet 5,,,,,
txName_Carpet6,,painting,txGroupWallCovering,newKey,Carpet 6,,,,,
txName_Drop_ceiling01,,painting,txGroupWallCovering,newKey,Drop ceiling 1,,,,,
txName_Drop_ceiling02,,painting,txGroupWallCovering,newKey,Drop ceiling 2,,,,,
txName_Drywall_ceiling,,painting,txGroupWallCovering,newKey,Drywall ceiling white,,,,,
txName_Drywall_creme,,painting,txGroupWallCovering,newKey,Drywall creme,,,,,
txName_Drywall_creme_baseboard,,painting,txGroupWallCovering,newKey,Drywall creme baseboard,,,,,
txName_Fabric_Blinds,,painting,txGroupWallCovering,newKey,Fabric Blinds,,,,,
txName_Rug01,,painting,txGroupWallCovering,newKey,Rug 1,,,,,
txName_Tile_floor1,,painting,txGroupWallCovering,newKey,Tile floor 1,,,,,
txName_Tile_floor2,,painting,txGroupWallCovering,newKey,Tile floor 2,,,,,
txName_Tile_floor4,,painting,txGroupWallCovering,newKey,Tile floor white,,,,,
txName_Tile_floor5,,painting,txGroupWallCovering,newKey,Tile floor brown,,,,,
txName_Tile_floor6,,painting,txGroupWallCovering,newKey,Tile Floor 6,,,,,
txName_Tile_industrial,,painting,txGroupWallCovering,newKey,Tile floor 6,,,,,
txName_Tile_Marble_Grey,,painting,txGroupWallCovering,newKey,Grey Marble,,,,,
txName_wallpaper01,,painting,txGroupWallCovering,newKey,Wallpaper 1,,,,,
txName_wallpaper02,,painting,txGroupWallCovering,newKey,Wallpaper 2,,,,,
txName_Wallpaper03,,painting,txGroupWallCovering,newKey,Wallpaper 3,,,,,
txName_Barnwood,,painting,txGroupWood,newKey,Barn wood,,,,,
txName_Blue_metal_roof,,painting,txGroupWood,newKey,Blue metal roof,,,,,
txName_Clay_roof,,painting,txGroupWood,newKey,Clay roof,,,,,
txName_crown,,painting,txGroupWood,newKey,Wood Crown,,,,,
txName_Crown_oak,,painting,txGroupWood,newKey,Wood Crown Oak,,,,,
txName_Fence_wood,,painting,txGroupWood,newKey,Wood Fence,,,,,
txName_Garage_door1,,painting,txGroupWood,newKey,Garage door 1,,,,,
txName_Garage_door2,,painting,txGroupWood,newKey,Garage Door 2,,,,,
txName_Green_metal_roof,,painting,txGroupWood,newKey,Green metal roof,,,,,
txName_Log_cabin,,painting,txGroupWood,newKey,Wood Siding Log cabin,,,,,
txName_oak,,painting,txGroupWood,newKey,Wood Oak,,,,,
txName_Orange_metal_roof,,painting,txGroupWood,newKey,Orange metal roof,,,,,
txName_Plywood,,painting,txGroupWood,newKey,Plywood,,,,,
txName_Reinforced_wood,,painting,txGroupWood,newKey,Reinforced wood,,,,,
txName_Reinforced_wood_metal,,painting,txGroupWood,newKey,Metal reinforced wood,,,,,
txName_Rough_cut_wood,,painting,txGroupWood,newKey,Rough cut wood,,,,,
txName_Shingles_asphalt,,painting,txGroupWood,newKey,Shingles asphalt,,,,,
txName_Shingles_asphalt_diamond,,painting,txGroupWood,newKey,Shingles Asphalt Diamond,,,,,
txName_Shingles_old,,painting,txGroupWood,newKey,Shingles old,,,,,
txName_Shingles_wood,,painting,txGroupWood,newKey,Shingles wood,,,,,
txName_Shutters1,,painting,txGroupWood,newKey,Shutters,,,,,
txName_Siding_blue,,painting,txGroupWood,newKey,Wood Siding blue,,,,,
txName_Siding_green,,painting,txGroupWood,newKey,Wood Siding green,,,,,
txName_Siding_tan,,painting,txGroupWood,newKey,Wood Siding tan,,,,,
txName_Siding_white,,painting,txGroupWood,newKey,Wood Siding white,,,,,
txName_Siding_white_burnt,,painting,txGroupWood,newKey,Burnt Wood Siding white,,,,,
txName_Siding_yellow,,painting,txGroupWood,newKey,Wood Siding yellow,,,,,
txName_Tarpaper,,painting,txGroupWood,newKey,Tarpaper,,,,,
txName_Treetrunk_cut,,painting,txGroupWood,newKey,Pill Case Side,,,,,
txName_Treetrunk_pine,,painting,txGroupWood,newKey,Tree Trunk Pine,,,,,
txName_wainscotting,,painting,txGroupWood,newKey,Wood Wainscotting,,,,,
txName_wainscotting_Oak,,painting,txGroupWood,newKey,Wood Wainscotting Oak,,,,,
txName_wainscotting_Red,,painting,txGroupWood,newKey,Wood Wainscotting Red,,,,,
txName_Window_plug,,painting,txGroupWood,newKey,Window plug 1,,,,,
txName_Wood_barricade,,painting,txGroupWood,newKey,Wood Siding white 2,,,,,
txName_Wood_barricade02,,painting,txGroupWood,newKey,Wood barricade,,,,,
txName_Wood_black,,painting,txGroupWood,newKey,Wood Black,,,,,
txName_wood_ceiling,,painting,txGroupWood,newKey,Wood Ceiling,,,,,
txName_Wood_fence,,painting,txGroupWood,newKey,Wood fence,,,,,
txName_Wood_old,,painting,txGroupWood,newKey,Wood old,,,,,
txName_Wood_osb,,painting,txGroupWood,newKey,Wood osb,,,,,
txName_Wood_painted1,,painting,txGroupWood,newKey,Wood painted 1,,,,,
txName_Wood_painted2,,painting,txGroupWood,newKey,Wood painted 2,,,,,
txName_Wood_painted3,,painting,txGroupWood,newKey,Wood painted 3,,,,,
txName_wood_western,,painting,txGroupWood,newKey,Western Wood,,,,,
txName_Woodfloor01,,painting,txGroupWood,newKey,Red Wood,,,,,
txName_WoodPaneling_burnt,,painting,txGroupWood,newKey,Burnt Wood Paneling,,,,,
xuiPrefabEditorHelp,,PrefabEditorHelp,XUI,newKey,Prefab Editor Help,,,,,
xuiPrefabEditorHelpCopyBlocksKey,,PrefabEditorHelp,XUI,newKey,[action:local:FocusCopyBlock] -or- [button:LeftControl] + [action:local:Secondary],,,,,
xuiPrefabEditorHelpCopyBlocksText,,PrefabEditorHelp,XUI,newKey,Create a stack in your toolbelt with 99 blocks of the block under your cursor.,,,,,
xuiPrefabEditorHelpCopyKey,,PrefabEditorHelp,XUI,newKey,[button:LeftControl] + [button:C],,,,,
xuiPrefabEditorHelpCopyText,,PrefabEditorHelp,XUI,newKey,Copy contents from current selection into clipboard.,,,,,
xuiPrefabEditorHelpCreateSelectionKey,,PrefabEditorHelp,XUI,newKey,[action:local:SelectionSet],,,,,
xuiPrefabEditorHelpCreateSelectionText,,PrefabEditorHelp,XUI,newKey,Create a selection box. Press while focusing on another position to increase selection size.,,,,,
xuiPrefabEditorHelpDeleteBlockKey,,PrefabEditorHelp,XUI,newKey,[action:local:Run] + [action:local:Primary],,,,,
xuiPrefabEditorHelpDeleteBlockText,,PrefabEditorHelp,XUI,newKey,Delete the focused block.,,,,,
xuiPrefabEditorHelpFocusBlockKey,,PrefabEditorHelp,XUI,newKey,[action:local:Run],,,,,
xuiPrefabEditorHelpFocusBlockText,,PrefabEditorHelp,XUI,newKey,Focus the actual block under cursor instead of spot that is on top of the focused block.,,,,,
xuiPrefabEditorHelpMain,,PrefabEditorHelp,XUI,newKey,Generic,,,,,
xuiPrefabEditorHelpPasteAdvancedKey,,PrefabEditorHelp,XUI,newKey,[button:LeftControl] + [button:LeftShift] + [button:V],,,,,
xuiPrefabEditorHelpPasteAdvancedText,,PrefabEditorHelp,XUI,newKey,Paste contents from clipboard into preview box that can be moved around. Pressing the combination another time will actually paste the blocks into the world.,,,,,
xuiPrefabEditorHelpPasteKey,,PrefabEditorHelp,XUI,newKey,[button:LeftControl] + [button:V],,,,,
xuiPrefabEditorHelpPasteText,,PrefabEditorHelp,XUI,newKey,Paste contents from clipboard into world.\nIf the current selection size does not match the size of the contents in the clipboard the first press will adjust the selection size to match the clipboard size and the second press will actually paste the contents.,,,,,
xuiPrefabEditorHelpSelectionAboveTerrainKey,,PrefabEditorHelp,XUI,newKey,[button:LeftAlt],,,,,
xuiPrefabEditorHelpSelectionAboveTerrainText,,PrefabEditorHelp,XUI,newKey,Show selection box above terrain.,,,,,
xuiPrefabEditorHelpSelectionClearKey,,PrefabEditorHelp,XUI,newKey,[action:local:SelectionClear],,,,,
xuiPrefabEditorHelpSelectionClearText,,PrefabEditorHelp,XUI,newKey,Clear the selection (replacing everything with air).,,,,,
xuiPrefabEditorHelpSelectionDensityKey,,PrefabEditorHelp,XUI,newKey,[action:local:Forward] / [action:local:Back] / [action:local:Left] / [action:local:Right],,,,,
xuiPrefabEditorHelpSelectionDensityText,,PrefabEditorHelp,XUI,newKey,"Change density of blocks inside selection (left/right will do single steps, down/up does increments of 10).",,,,,
xuiPrefabEditorHelpSelectionFaceKey,,PrefabEditorHelp,XUI,newKey,Hold [button:LeftShift] + [action:local:Drop] + [action:local:Jump] / [action:local:Crouch] / [action:local:Forward] / [action:local:Back] / [action:local:Left] / [action:local:Right],,,,,
xuiPrefabEditorHelpSelectionFaceText,,PrefabEditorHelp,XUI,newKey,Highlight face of selection corresponding to the movement direction of the pressed button.,,,,,
xuiPrefabEditorHelpSelectionFillKey,,PrefabEditorHelp,XUI,newKey,[action:local:SelectionFill],,,,,
xuiPrefabEditorHelpSelectionFillText,,PrefabEditorHelp,XUI,newKey,Fill the selection with the block you have currently selected.,,,,,
xuiPrefabEditorHelpSelectionMirrorKey,,PrefabEditorHelp,XUI,newKey,Hold [button:LeftControl] + [action:local:Drop],,,,,
xuiPrefabEditorHelpSelectionMirrorText,,PrefabEditorHelp,XUI,newKey,Mirror the selection box along any axis.,,,,,
xuiPrefabEditorHelpSelectionMoveDirectKey,,PrefabEditorHelp,XUI,newKey,Hold [action:local:Drop] + [action:local:Jump] / [action:local:Crouch] / [action:local:Forward] / [action:local:Back] / [action:local:Left] / [action:local:Right],,,,,
xuiPrefabEditorHelpSelectionMoveDirectText,,PrefabEditorHelp,XUI,newKey,Move the selection box corresponding to the movement direction of the pressed button.,,,,,
xuiPrefabEditorHelpSelectionMoveKey,,PrefabEditorHelp,XUI,newKey,Hold [action:local:Drop],,,,,
xuiPrefabEditorHelpSelectionMoveModeKey,,PrefabEditorHelp,XUI,newKey,[action:local:SelectionMoveMode],,,,,
xuiPrefabEditorHelpSelectionMoveModeText,,PrefabEditorHelp,XUI,newKey,Toggle movement mode for next hotkey between moving in world direction or player direction.,,,,,
xuiPrefabEditorHelpSelectionMoveText,,PrefabEditorHelp,XUI,newKey,Move the selection box.,,,,,
xuiPrefabEditorHelpSelectionPropertiesKey,,PrefabEditorHelp,XUI,newKey,[action:local:Prefab],,,,,
xuiPrefabEditorHelpSelectionPropertiesText,,PrefabEditorHelp,XUI,newKey,Open properties dialog for selection.,,,,,
xuiPrefabEditorHelpSelectionRemoveKey,,PrefabEditorHelp,XUI,newKey,[action:local:SelectionDelete],,,,,
xuiPrefabEditorHelpSelectionRemoveText,,PrefabEditorHelp,XUI,newKey,Remove the selected box.,,,,,
xuiPrefabEditorHelpSelectionResizeKey,,PrefabEditorHelp,XUI,newKey,Hold [button:LeftShift] + [action:local:Drop],,,,,
xuiPrefabEditorHelpSelectionResizeText,,PrefabEditorHelp,XUI,newKey,Resize the selection box.,,,,,
xuiPrefabEditorHelpSelectionRotateKey,,PrefabEditorHelp,XUI,newKey,[action:local:SelectionRotate],,,,,
xuiPrefabEditorHelpSelectionRotateText,,PrefabEditorHelp,XUI,newKey,Rotate active selection.,,,,,
xuiPrefabEditorHelpSelectionsEdit,,PrefabEditorHelp,XUI,newKey,Selection Editing,,,,,
xuiPrefabEditorHelpSelectionsGeneric,,PrefabEditorHelp,XUI,newKey,Selections,,,,,
xuiPrefabEditorHelpUnselectBoxKey,,PrefabEditorHelp,XUI,newKey,[action:local:Primary],,,,,
xuiPrefabEditorHelpUnselectBoxText,,PrefabEditorHelp,XUI,newKey,(Un)Select a focused box or unselect the current selection box.,,,,,
attagility,,progression,Attribute,newKey,Agility,,,,,
attAgilityDesc,,progression,Attribute,newKey,Agility is the measure of your athletic prowess.,,,,,
attAgilityName,,progression,Attribute,newKey,Attribute: Agility,,,,,
attAgilityRank01Desc,,progression,Attribute,newKey,Clumsy,,,,,
attAgilityRank01LongDesc,,progression,Attribute,newKey,"You are as clumsy as they come but you still do 200% head shot damage and have a 5% chance to dismember with bows, handguns, and knives.",,,,,
attAgilityRank02Desc,,progression,Attribute,newKey,Fumbling,,,,,
attAgilityRank02LongDesc,,progression,Attribute,newKey,"You didn't make the football team but that didn't stop you from practicing. Deal 210% head shot damage and have a 10% chance to dismember with bows, handguns and knives.",,,,,
attAgilityRank03Desc,,progression,Attribute,newKey,Clunky,,,,,
attAgilityRank03LongDesc,,progression,Attribute,newKey,"You are still loud and clunky but can deal 220% head shot damage and have a 15% chance to dismember with bows, handguns and knives.",,,,,
attAgilityRank04Desc,,progression,Attribute,newKey,Inept,,,,,
attAgilityRank04LongDesc,,progression,Attribute,newKey,"Your dexterity is a bit inept, but you can deal 230% head shot damage and have a 20% chance to dismember with bows, handguns and knives.",,,,,
attAgilityRank05Desc,,progression,Attribute,newKey,Agile,,,,,
attAgilityRank05LongDesc,,progression,Attribute,newKey,"You are now agile and deal 240% head shot damage and have a 25% chance to dismember with bows, handguns and knives.",,,,,
attAgilityRank06Desc,,progression,Attribute,newKey,Nimble,,,,,
attAgilityRank06LongDesc,,progression,Attribute,newKey,"Your movement is now very nimble and deal 250% head shot damage and have a 30% chance to dismember with bows, handguns and knives.",,,,,
attAgilityRank07Desc,,progression,Attribute,newKey,Dexterous,,,,,
attAgilityRank07LongDesc,,progression,Attribute,newKey,"Your dexterity is very impressive. Deal 260% head shot damage and have a 35% chance to dismember with bows, handguns and knives.",,,,,
attAgilityRank08Desc,,progression,Attribute,newKey,Gymnast,,,,,
attAgilityRank08LongDesc,,progression,Attribute,newKey,"Moving fluid and landing on your feet are second nature for you. Deal 270% head shot damage and have a 40% chance to dismember with bows, handguns and knives.",,,,,
attAgilityRank09Desc,,progression,Attribute,newKey,Professional Athlete,,,,,
attAgilityRank09LongDesc,,progression,Attribute,newKey,"Your agility is good enough you could be a professional athlete. Deal 285% head shot damage and have a 45% chance to dismember with bows, handguns and knives.",,,,,
attAgilityRank10Desc,,progression,Attribute,newKey,Parkour Master,,,,,
attAgilityRank10LongDesc,,progression,Attribute,newKey,"Your dexterity is unmatched. Deal 300% head shot damage and have a 50% chance to dismember with bows, handguns and knives.",,,,,
attbooks,,progression,Attribute,newKey,Perk Books,,,,,
attfortitude,,progression,Attribute,newKey,Fortitude,,,,,
attFortitudeDesc,,progression,Attribute,newKey,Fortitude is the measure of your physical resilience.,,,,,
attFortitudeName,,progression,Attribute,newKey,Attribute: Fortitude,,,,,
attFortitudeRank01Desc,,progression,Attribute,newKey,Fragile Health,,,,,
attFortitudeRank01LongDesc,,progression,Attribute,newKey,You aren't very durable or healthy but at least you are alive. Deal 200% head shot damage and have a 5% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank02Desc,,progression,Attribute,newKey,Sickly,,,,,
attFortitudeRank02LongDesc,,progression,Attribute,newKey,"You feel a little better than you used to. Deal 210% head shot damage and have a 10% chance to dismember with fists, and machine guns.",,,,,
attFortitudeRank03Desc,,progression,Attribute,newKey,Unhealthy,,,,,
attFortitudeRank03LongDesc,,progression,Attribute,newKey,You continue to defy gravity and keep standing. Deal 220% head shot damage and have a 15% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank04Desc,,progression,Attribute,newKey,Weakened,,,,,
attFortitudeRank04LongDesc,,progression,Attribute,newKey,"You are starting to feel like normal people. Deal 230% head shot damage and have a 20% chance to dismember with fists, and machine guns.",,,,,
attFortitudeRank05Desc,,progression,Attribute,newKey,Hardy,,,,,
attFortitudeRank05LongDesc,,progression,Attribute,newKey,You are in good health. Deal 240% head shot damage and have a 25% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank06Desc,,progression,Attribute,newKey,Very Healthy,,,,,
attFortitudeRank06LongDesc,,progression,Attribute,newKey,You are very healthy. Deal 250% head shot damage and have a 30% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank07Desc,,progression,Attribute,newKey,Vigorous Health,,,,,
attFortitudeRank07LongDesc,,progression,Attribute,newKey,You have vigorous health. Deal 260% head shot damage and have a 35% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank08Desc,,progression,Attribute,newKey,Resilient,,,,,
attFortitudeRank08LongDesc,,progression,Attribute,newKey,You are as resilient as they come. Deal 270% head shot damage and have a 40% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank09Desc,,progression,Attribute,newKey,Amazing Constitution,,,,,
attFortitudeRank09LongDesc,,progression,Attribute,newKey,You have an amazing constitution. Deal 285% head shot damage and have a 45% chance to dismember with fists and machine guns.,,,,,
attFortitudeRank10Desc,,progression,Attribute,newKey,Exuberant Fortitude,,,,,
attFortitudeRank10LongDesc,,progression,Attribute,newKey,Your have exuberant fortitude and can put a beat down on a tornado. Deal 300% head shot damage and have a 50% chance to dismember with fists and machine guns.,,,,,
attintellect,,progression,Attribute,newKey,Intellect,,,,,
attIntellectDesc,,progression,Attribute,newKey,Intellect is the measure of your mental ability. Increasing Intellect improves head shot damage with intellect governed weapons such as junk turrets and stun batons.,,,,,
attIntellectName,,progression,Attribute,newKey,Attribute: Intellect,,,,,
attIntellectRank10Desc,,progression,Attribute,newKey,Mastermind,,,,,
attIntellectRank10LongDesc,,progression,Attribute,newKey,You are a mastermind of intellect. Deal 300% head shot damage and have a 50% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank1Desc,,progression,Attribute,newKey,Blockhead,,,,,
attIntellectRank1LongDesc,,progression,Attribute,newKey,You are as dumb as box of rocks but you still do 200% head shot damage and have a 5% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank2Desc,,progression,Attribute,newKey,Dullard,,,,,
attIntellectRank2LongDesc,,progression,Attribute,newKey,"You aren't the brightest color in the box, but you occasionally hit the nail on the head. Deal 210% head shot damage and have a 10% chance to dismember with stun batons and junk turrets.",,,,,
attIntellectRank3Desc,,progression,Attribute,newKey,Dimwit,,,,,
attIntellectRank3LongDesc,,progression,Attribute,newKey,Even dimwits have a bright idea once in a while. Deal 220% head shot damage and have a 15% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank4Desc,,progression,Attribute,newKey,Thick Headed,,,,,
attIntellectRank4LongDesc,,progression,Attribute,newKey,You don't like to learn new stuff but you will if you have to. Deal 230% head shot damage and have a 20% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank5Desc,,progression,Attribute,newKey,Average,,,,,
attIntellectRank5LongDesc,,progression,Attribute,newKey,Being average is better than being below average. Deal 240% head shot damage and have a 25% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank6Desc,,progression,Attribute,newKey,Smart,,,,,
attIntellectRank6LongDesc,,progression,Attribute,newKey,You are now getting pretty smart. Deal 250% head shot damage and have a 30% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank7Desc,,progression,Attribute,newKey,Brilliant,,,,,
attIntellectRank7LongDesc,,progression,Attribute,newKey,Your peers consider you brilliant. Deal 260% head shot damage and have a 35% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank8Desc,,progression,Attribute,newKey,Intellectual,,,,,
attIntellectRank8LongDesc,,progression,Attribute,newKey,Your intellect is quite impressive. Deal 270% head shot damage and have a 40% chance to dismember with stun batons and junk turrets.,,,,,
attIntellectRank9Desc,,progression,Attribute,newKey,Genius,,,,,
attIntellectRank9LongDesc,,progression,Attribute,newKey,You are now a true genius. Deal 285% head shot damage and have a 45% chance to dismember with stun batons and junk turrets.,,,,,
attperception,,progression,Attribute,newKey,Perception,,,,,
attPerceptionDesc,,progression,Attribute,newKey,"Perception is the measure of your sensory awareness. Increasing Perception raises the headshot bonus and dismemberment chance with spears, rifles and explosive weapons.",,,,,
attPerceptionName,,progression,Attribute,newKey,Attribute: Perception,,,,,
attPerceptionRank01Desc,,progression,Attribute,newKey,Oblivious,,,,,
attPerceptionRank01LongDesc,,progression,Attribute,newKey,"You are pretty oblivious in the perception department. Deal 200% head shot damage and have a 5% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank02Desc,,progression,Attribute,newKey,Unaware,,,,,
attPerceptionRank02LongDesc,,progression,Attribute,newKey,"You are still unaware to most things around you. Deal 210% head shot damage and have a 10% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank03Desc,,progression,Attribute,newKey,Unobservant,,,,,
attPerceptionRank03LongDesc,,progression,Attribute,newKey,"You are sometimes unobservant but getting better. Deal 220% head shot damage and have a 15% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank04Desc,,progression,Attribute,newKey,Incognizant,,,,,
attPerceptionRank04LongDesc,,progression,Attribute,newKey,"Your incognizant perception is usually just a small setback. Deal 230% head shot damage and have a 20% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank05Desc,,progression,Attribute,newKey,Observant,,,,,
attPerceptionRank05LongDesc,,progression,Attribute,newKey,"You are observant and notice just enough to make a big difference. Deal 240% head shot damage and have a 25% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank06Desc,,progression,Attribute,newKey,Attentive,,,,,
attPerceptionRank06LongDesc,,progression,Attribute,newKey,"Your attention to detail is clearly aiding you in combat. Deal 250% head shot damage and have a 30% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank07Desc,,progression,Attribute,newKey,Discerning,,,,,
attPerceptionRank07LongDesc,,progression,Attribute,newKey,"You can discern weak points in enemies with ease now. Deal 260% head shot damage and have a 35% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank08Desc,,progression,Attribute,newKey,Perceptive,,,,,
attPerceptionRank08LongDesc,,progression,Attribute,newKey,"Your perception is astounding. Deal 270% head shot damage and have a 40% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank09Desc,,progression,Attribute,newKey,Astute Awareness,,,,,
attPerceptionRank09LongDesc,,progression,Attribute,newKey,"Your awareness is astute. Deal 285% head shot damage and have a 45% chance to dismember with rifles, explosives, and spears.",,,,,
attPerceptionRank10Desc,,progression,Attribute,newKey,Boom Headshot,,,,,
attPerceptionRank10LongDesc,,progression,Attribute,newKey,"You are unrivaled at making heads go boom.  Deal 300% head shot damage and have a 50% chance to dismember with rifles, explosives, and spears.",,,,,
attstrength,,progression,Attribute,newKey,Strength,,,,,
attStrengthDesc,,progression,Attribute,newKey,"Strength is the measure of your muscular might. Increasing Strength raises the headshot bonus and dismemberment chance with shotguns, clubs and sledgehammers.",,,,,
attStrengthName,,progression,Attribute,newKey,Attribute: Strength,,,,,
attStrengthRank01Desc,,progression,Attribute,newKey,Weakling,,,,,
attStrengthRank01LongDesc,,progression,Attribute,newKey,"Everyone wants to be a bodybuilder but nobody wants to lift those heavy ass weights. Deal 200% head shot damage and have a 5% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank02Desc,,progression,Attribute,newKey,Scrawny,,,,,
attStrengthRank02LongDesc,,progression,Attribute,newKey,"You might be scrawny but you have a fire inside to get big and strong. Deal 210% head shot damage and have a 10% chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank03Desc,,progression,Attribute,newKey,Milk Drinker,,,,,
attStrengthRank03LongDesc,,progression,Attribute,newKey,"What is a milk drinker like you doing in the zombie apocalypse? Deal 220% head shot damage and have a 15% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank04Desc,,progression,Attribute,newKey,Softie,,,,,
attStrengthRank04LongDesc,,progression,Attribute,newKey,"Your spare tire might keep you from starving but isn't helping you swing a sledgehammer. Deal 230% head shot damage and have a 20% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank05Desc,,progression,Attribute,newKey,Fit,,,,,
attStrengthRank05LongDesc,,progression,Attribute,newKey,"You are fit and able to deal 240% head shot damage and have a 25% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank06Desc,,progression,Attribute,newKey,Strong,,,,,
attStrengthRank06LongDesc,,progression,Attribute,newKey,"You are very strong and all the normies at the gym are envious. Deal 250% head shot damage and have a 30% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank07Desc,,progression,Attribute,newKey,Body Builder,,,,,
attStrengthRank07LongDesc,,progression,Attribute,newKey,"Pumping clubs and sledgehammers has gave you some gains bro. Deal 260% head shot damage and have a 35% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank08Desc,,progression,Attribute,newKey,Power Lifter,,,,,
attStrengthRank08LongDesc,,progression,Attribute,newKey,"Your massive strength is legendary. Deal 270% head shot damage and have a 40% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank09Desc,,progression,Attribute,newKey,Beast Mode,,,,,
attStrengthRank09LongDesc,,progression,Attribute,newKey,"Size, strength and power are all champion level now. Deal 285% head shot damage and have a 45% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
attStrengthRank10Desc,,progression,Attribute,newKey,Olympic Champion,,,,,
attStrengthRank10LongDesc,,progression,Attribute,newKey,"You could be an Olympic champion if the apocalypse hadn't crushed that dream. Now you can just crush zombies. Deal 300% head shot damage and have a 50% greater chance to dismember with shotguns, clubs and sledgehammers.",,,,,
reqAgilityLevel01,,progression,Attribute,newKey,Agility Level 1,,,,,
reqAgilityLevel02,,progression,Attribute,newKey,Agility Level 2,,,,,
reqAgilityLevel03,,progression,Attribute,newKey,Agility Level 3,,,,,
reqAgilityLevel05,,progression,Attribute,newKey,Agility Level 5,,,,,
reqAgilityLevel07,,progression,Attribute,newKey,Agility Level 7,,,,,
reqAgilityLevel10,,progression,Attribute,newKey,Agility Level 10,,,,,
reqAttributeLevelDummy,,progression,Attribute,newKey,,,,,,
reqFortitudeLevel01,,progression,Attribute,newKey,Fortitude Level 1,,,,,
reqFortitudeLevel02,,progression,Attribute,newKey,Fortitude Level 2,,,,,
reqFortitudeLevel03,,progression,Attribute,newKey,Fortitude Level 3,,,,,
reqFortitudeLevel05,,progression,Attribute,newKey,Fortitude Level 5,,,,,
reqFortitudeLevel07,,progression,Attribute,newKey,Fortitude Level 7,,,,,
reqFortitudeLevel10,,progression,Attribute,newKey,Fortitude Level 10,,,,,
reqGenericPoints01,,progression,Attribute,newKey,Buy: 1 PT,,,,,
reqGenericPoints02,,progression,Attribute,newKey,Buy: 2 PT,,,,,
reqGenericPoints03,,progression,Attribute,newKey,Buy: 3 PT,,,,,
reqGenericPoints04,,progression,Attribute,newKey,Buy: 4 PT,,,,,
reqGenericPoints05,,progression,Attribute,newKey,Buy: 5 PT,,,,,
reqGenericPoints06,,progression,Attribute,newKey,Buy: 6 PT,,,,,
reqGenericPoints07,,progression,Attribute,newKey,Buy: 7 PT,,,,,
reqGenericPoints08,,progression,Attribute,newKey,Buy: 8 PT,,,,,
reqGenericPoints09,,progression,Attribute,newKey,Buy: 9 PT,,,,,
reqGenericPoints10,,progression,Attribute,newKey,Buy: 10 PT,,,,,
reqIntellectLevel01,,progression,Attribute,newKey,Intellect Level 1,,,,,
reqIntellectLevel02,,progression,Attribute,newKey,Intellect Level 2,,,,,
reqIntellectLevel03,,progression,Attribute,newKey,Intellect Level 3,,,,,
reqIntellectLevel04,,progression,Attribute,newKey,Intellect Level 4,,,,,
reqIntellectLevel05,,progression,Attribute,newKey,Intellect Level 5,,,,,
reqIntellectLevel06,,progression,Attribute,newKey,Intellect Level 6,,,,,
reqIntellectLevel07,,progression,Attribute,newKey,Intellect Level 7,,,,,
reqIntellectLevel08,,progression,Attribute,newKey,Intellect Level 8,,,,,
